# Purchases,B01001001,B01001002,B01001003,B01001004,B01001005,B01001006,B01001007,B01001008,B01001009,B01001010,B01001011,B01001012,B01001013,B01001014,B01001015,B01001016,B01001017,B01001018,B01001019,B01001020,B01001021,B01001022,B01001023,B01001024,B01001025,B01001026,B01001027,B01001028,B01001029,B01001030,B01001031,B01001032,B01001033,B01001034,B01001035,B01001036,B01001037,B01001038,B01001039,B01001040,B01001041,B01001042,B01001043,B01001044,B01001045,B01001046,B01001047,B01001048,B01001049,B02001001,B02001002,B02001003,B02001004,B02001005,B02001006,B02001007,B02001008,B02001009,B02001010,B12001001,B12001002,B12001003,B12001004,B12001005,B12001006,B12001007,B12001008,B12001009,B12001010,B12001011,B12001012,B12001013,B12001014,B12001015,B12001016,B12001017,B12001018,B12001019,B13014001,B13014002,B13014003,B13014004,B13014005,B13014006,B13014007,B13014008,B13014009,B13014010,B13014011,B13014012,B13014013,B13014014,B13014015,B13014016,B13014017,B13014018,B13014019,B13014020,B13014021,B13014022,B13014023,B13014024,B13014025,B13014026,B13014027,B13015001,B13015002,B13015003,B13015004,B13015005,B13015006,B13015007,B13015008,B13015009,B13015010,B13015011,B13015012,B13015013,B13015014,B13015015,B13016001,B13016002,B13016003,B13016004,B13016005,B13016006,B13016007,B13016008,B13016009,B13016010,B13016011,B13016012,B13016013,B13016014,B13016015,B13016016,B13016017,B15002001,B15002002,B15002003,B15002004,B15002005,B15002006,B15002007,B15002008,B15002009,B15002010,B15002011,B15002012,B15002013,B15002014,B15002015,B15002016,B15002017,B15002018,B15002019,B15002020,B15002021,B15002022,B15002023,B15002024,B15002025,B15002026,B15002027,B15002028,B15002029,B15002030,B15002031,B15002032,B15002033,B15002034,B15002035,B19001001,B19001002,B19001003,B19001004,B19001005,B19001006,B19001007,B19001008,B19001009,B19001010,B19001011,B19001012,B19001013,B19001014,B19001015,B19001016,B19001017
0,36952,488.8504005,31.82507036,39.83546222,34.42303529,18.86230786,13.39575666,5.872483221,5.385364798,16.83264776,30.44490149,33.09699069,31.87919463,27.98224724,32.90755575,33.06992856,35.39727214,9.931803421,17.83394674,10.74366746,13.82875081,17.40095259,13.17925958,8.253951072,6.467850184,511.1495995,31.47326261,33.3405499,30.22840442,19.59298549,13.47694306,10.25654904,5.195929855,14.77592553,28.68586274,33.06992856,33.3405499,28.27993072,34.53128383,35.12665079,29.95778307,13.69344014,21.67676986,11.12253735,12.55683048,23.111063,18.75405932,14.18055856,14.72180126,1000,944.0625677,20.54016021,4.438190084,8.686945226,0.189434943,4.952370643,17.13033124,1.055423252,16.07490799,1000,479.1327913,127.1680217,288.6178862,256.7750678,31.84281843,15.04065041,16.80216802,12.33062331,51.01626016,520.8672087,106.097561,275.5420054,250.4065041,25.13550136,16.8699187,8.265582656,65.14227642,74.08536585,1000,44.04237591,24.75895727,4.404237591,9.760742769,7.975241043,1.904535174,0.71420069,19.28341864,1.904535174,2.023568623,15.35531484,0,0,955.9576241,464.4685157,37.1384359,136.174265,193.1912868,72.72943697,25.23509106,491.4891084,141.768837,119.1524818,172.0033329,52.01761695,6.546839662,1000,44.04237591,24.75895727,0,24.75895727,19.28341864,0,19.28341864,955.9576241,464.4685157,2.856802762,461.6117129,491.4891084,2.97583621,488.5132722,1000,44.04237591,4.523271039,22.85442209,11.78431139,2.737769313,2.142602071,0,0,955.9576241,140.9356029,110.1059398,114.3911439,142.7211046,144.5066064,124.3899536,178.9072729,1000,477.4958919,5.290369123,1.362670835,7.414532484,13.74694401,8.496653441,17.43417098,16.07150014,15.18977195,200.11222,42.72373853,61.640816,16.83299267,40.84004649,18.95715603,6.77327562,4.609033706,522.5041081,6.77327562,6.132018757,5.170133462,16.712757,10.17995271,18.35597772,13.46639413,8.977596088,188.5295179,33.10488558,84.60582742,43.04436696,63.40427237,18.03534928,2.12416336,3.887619735,1000,88.07416772,97.13442899,73.88678185,59.69939598,70.58575643,90.46214356,69.18106476,50.92007304,30.69251299,84.35173479,93.48223065,93.48223065,40.10394718,24.30116589,14.25762045,19.38474505
2,53182,507.8786055,28.22383513,28.29904855,28.41186868,17.76917002,19.25463503,5.001692302,4.437591666,25.98623594,38.02038284,35.10586289,37.53149562,28.91955925,30.98792825,36.59132789,39.67507803,14.66661652,22.22556504,11.09397917,15.23071716,18.37087736,11.41363619,5.340152683,5.321349329,492.1213945,24.78282126,26.77597683,26.36230303,15.8324245,19.21702832,6.487157309,5.434169456,19.48027528,33.58279117,33.60159452,34.20330187,27.15204392,32.30416306,39.41183107,42.74002482,17.65634989,18.54010756,12.97431462,14.77943665,13.9332857,10.28543492,8.160655861,8.423902824,1000,885.7508179,3.798277613,55.03741868,7.164078072,1.16580798,23.7298334,23.35376631,4.268361476,19.08540484,1000,505.2222547,175.6699086,256.9573909,243.8399856,13.11740527,1.954134004,11.16327127,12.64571775,59.94923744,494.7777453,132.6789605,258.2826082,239.8418724,18.44073583,3.683654904,14.75708093,34.97226028,68.84391635,1000,52.22636717,41.98745932,5.39725375,4.444797206,14.44559092,15.87427574,1.82554171,10.23890785,0.634971029,0.555599651,6.190967537,0.476228272,2.38114136,947.7736328,401.3016906,22.22398603,64.68767362,106.1989047,123.5812366,84.60988967,546.4719422,90.0865148,78.180808,231.2088261,114.7710136,32.22477974,1000,52.22636717,41.98745932,0.238114136,41.74934519,10.23890785,0,10.23890785,947.7736328,401.3016906,1.82554171,399.4761489,546.4719422,8.968965791,537.5029764,1000,52.22636717,0,5.476625129,11.03262164,16.66798952,11.35010715,7.064052703,0.634971029,947.7736328,147.9482499,127.0735773,130.7246607,125.1686642,133.0264307,107.5482181,176.2838321,1000,501.9658534,2.396725373,0.592448969,2.315936877,4.281790273,4.281790273,2.719879356,3.527764313,7.5402596,105.2404804,35.00834814,95.70743793,30.86120536,130.2849141,44.29902515,19.01222599,13.89562126,498.0341466,3.554693812,0.18850649,4.981957236,3.069962837,0.673237464,5.08967523,3.743200302,4.201001777,89.16356977,28.49140949,82.59277212,46.45338504,142.9956374,59.78348683,12.62993483,10.42171595,1000,53.73495096,40.81253196,39.55747687,45.69330172,46.48352159,43.41560917,50.99242319,48.38934598,35.60637754,92.31627388,125.7379259,138.7068284,86.3198996,56.57044578,56.38451169,39.27857574
3,98211,501.4916863,29.94572909,30.88248771,27.92966165,15.62961379,26.54488805,19.30537313,18.88790461,32.72545845,40.88136767,32.82728004,25.60812944,29.01915264,27.74638279,29.78281455,29.84390751,12.18804411,15.17141664,7.270061398,11.21055686,14.56048711,9.143578622,7.972630357,6.414760057,498.5083137,28.32676584,26.50415941,28.74423435,17.10602682,29.51807842,18.94899757,16.63764751,31.89052143,33.73349218,31.49341723,25.88304772,25.59794728,25.12956797,30.36319761,29.26352445,12.49350887,15.37505982,9.255582369,10.1617945,14.81504109,10.75235972,11.63820753,14.87613404,1000,925.8738838,28.81550946,3.013919011,18.45007178,0.122185906,6.068566658,17.6558634,0.94694077,16.70892263,1000,498.6713579,219.176734,235.2557636,225.7092242,9.546539379,3.469232094,6.077307285,10.93669267,33.30216765,501.3286421,189.9958172,232.0817853,222.0923652,9.989420072,3.752183648,6.237236424,35.02448146,44.22655808,1000,48.39899088,27.55676305,1.319619639,2.134678828,9.897147293,11.83776441,2.367552882,20.84222783,2.988550359,6.908596934,8.771589365,2.17349117,0,951.6010091,347.7585872,9.974771977,44.82825539,147.8362119,99.94178149,45.17756647,603.8424219,81.04017077,98.89384824,338.0555016,69.047157,16.80574423,1000,48.39899088,27.55676305,0.970308558,26.58645449,20.84222783,1.552493693,19.28973414,951.6010091,347.7585872,3.958858917,343.7997283,603.8424219,21.23035125,582.6120706,1000,48.39899088,1.862992432,13.42907044,14.70987774,11.52726567,4.541044052,1.940617116,0.388123423,951.6010091,175.8587231,243.7803221,113.8754124,108.5193091,94.11993014,95.63361149,119.8137008,1000,499.0080206,1.763518898,0.932630187,1.627863599,5.002289183,4.001831347,7.189730894,3.459210147,6.324928357,153.273532,27.36845675,83.98758754,54.80474115,102.5893205,25.28275652,10.98807929,10.41154427,500.9919794,1.882217286,2.068743323,0.881759449,5.137944483,2.357010835,4.646194021,5.494039645,4.900547708,123.6667628,33.98165262,83.05495735,65.08063012,115.8835399,38.0343547,5.137944483,8.783680667,1000,64.38787491,55.50218807,49.68513182,54.14131711,49.95196926,55.50218807,45.76262141,55.60892304,40.82612872,81.35873626,109.6435052,142.7847156,77.72974704,49.0714057,37.46397695,30.57957093
121,792530,486.8825155,30.92122696,32.9388162,32.14389361,20.03331104,18.50150783,11.21471742,10.69233972,23.35179741,34.86303358,32.25114507,31.07264078,30.80388124,31.6290866,33.26687949,30.21336732,11.25257088,16.45615939,9.56178315,11.2235499,14.95337716,9.245075896,5.994725752,4.297629112,513.1174845,29.71243991,31.10418533,31.9003697,19.01631484,16.72239537,9.11385058,10.10056402,23.10322638,34.50216396,34.07820524,31.1483477,34.19050383,34.43781308,36.33427126,34.15643572,12.93326436,18.20751265,9.88227575,14.36412502,16.80567297,12.3238237,9.315735682,9.663987483,1000,605.1569026,331.4398193,1.977212219,19.35194882,0.649817673,17.07443251,24.34986688,3.247826581,21.1020403,1000,481.8053294,185.4772359,240.9298824,213.3295384,27.60034403,13.52799461,14.07234942,11.68963066,43.70858043,518.1946706,169.1636999,239.5627742,209.6014856,29.9612886,18.70869708,11.25259152,47.37753183,62.09066463,1000,49.37038473,26.65056601,2.156693203,3.538169494,7.965850701,7.762107795,5.227744814,22.71981872,4.571792043,6.639037141,9.48149915,1.644851268,0.382639117,950.6296153,387.2606021,24.93117465,72.68155481,139.0818649,91.82841866,58.73758908,563.3690132,111.0647306,125.838576,212.2255682,79.32059195,34.9195464,1000,49.37038473,26.65056601,0.670860789,25.97970522,22.71981872,1.316874882,21.40294384,950.6296153,387.2606021,3.090928968,384.1696731,563.3690132,9.173400121,554.1956131,1000,49.37038473,2.787799278,13.15881014,11.8469046,13.49175587,6.544619696,1.113131976,0.427363169,950.6296153,137.9637636,153.5028872,124.0347059,120.7201566,116.1284872,133.5410517,164.7385631,1000,472.8536678,4.901960784,2.545211505,5.492605286,7.78912437,9.405625112,11.19115898,11.65940018,9.592144428,132.78621,24.86924219,72.95236763,36.93082465,92.37757727,33.6842228,9.825293574,6.850699059,527.1463322,3.998507845,1.721417858,3.738157966,7.280082068,7.066362018,10.25079076,10.76954761,8.721720952,135.300335,31.08460982,88.47815781,53.96042682,98.79889332,53.19492046,7.511288304,5.271113598,1000,81.12371089,52.54432389,51.45027972,59.40055776,56.87016112,55.9103555,49.57094004,52.57788353,42.12070059,85.00320495,103.1455448,123.5833638,77.02607919,42.63416304,35.84169248,31.1970387
3,77334,525.3446091,27.96958647,32.88333721,32.3143766,20.4567202,10.93956087,3.43962552,7.228385962,21.96963819,34.09884398,35.45659089,38.67639072,39.23242041,42.2065327,42.24532547,41.28843717,9.555952104,19.1636279,11.48265963,13.83608762,16.49985776,12.06455117,6.737010888,5.599089663,474.6553909,26.74114878,28.68078723,31.99110352,18.42656529,10.02146533,4.926681667,5.340471203,16.59037422,25.70667494,28.62906354,28.66785631,31.21524814,32.32730752,37.24105827,34.15056767,12.06455117,20.32741097,9.491297489,13.53867639,21.78860527,15.37486746,11.32748856,10.08611995,1000,903.3413505,52.2667908,0.478444151,5.314609357,0.439651382,3.155145214,35.00400859,2.624977371,32.37903122,1000,527.4187694,174.4701668,263.4884565,233.7262699,29.76218656,15.2124856,14.54970096,17.01147249,72.44867364,472.5812306,107.3553315,253.846518,235.1307422,18.71577585,10.05223374,8.66354211,43.58598053,67.79340056,1000,49.67320261,28.32244009,1.556178027,6.349206349,12.26268285,6.349206349,1.805166511,21.35076253,7.905384376,2.738873327,10.70650482,0,0,950.3267974,463.6165577,38.4064737,159.9751012,174.9766573,54.96420791,35.29411765,486.7102397,142.5459073,144.9112979,148.0236539,37.34827264,13.881108,1000,49.67320261,28.32244009,0.373482726,27.94895736,21.35076253,4.544039838,16.80672269,950.3267974,463.6165577,12.88515406,450.7314037,486.7102397,15.31279178,471.3974479,1000,49.67320261,5.22875817,17.92717087,11.88920012,7.967631497,3.423591659,3.236850296,0,950.3267974,131.7149082,111.3600996,111.8580766,129.8474946,134.5782758,147.0277,183.9402428,1000,525.8588844,5.652013299,0.591060214,1.754710011,12.65238271,12.68932397,15.47838936,23.32840783,11.35943849,236.2763207,36.40561507,58.38566679,38.78832656,46.71222756,18.93239749,5.097894348,1.754710011,474.1411156,6.889545622,1.071296638,0.905060953,11.98743997,9.253786479,14.53638714,15.33062431,10.02955301,191.725157,37.03361655,45.54857776,55.41189509,46.25046177,24.14111563,2.696712228,1.329885482,1000,83.90816796,53.06165765,68.62641056,72.6237221,59.49980544,62.04676501,61.97601613,53.94601861,43.7228059,83.34217694,103.6471046,115.214546,66.53931869,31.55399908,20.58792317,19.70356221
4,152285,490.2846636,31.89414584,33.69340382,31.84161277,21.19709755,12.54227271,5.837738451,5.50284007,15.30682602,28.9719933,28.60426175,30.31815346,32.43260991,34.80973175,34.83599829,32.80034147,14.03289884,16.3377877,11.15671274,15.43159208,18.78714253,14.99162754,9.633253439,9.324621598,509.7153364,31.04704994,32.09114489,31.09958302,19.15487408,10.83494763,6.894966674,6.251436451,15.39219227,29.43165775,29.86505565,29.56955708,33.29940572,33.5029714,35.91949306,35.86695998,11.61637719,19.31903996,12.18767443,17.77588075,20.8490659,18.70834291,12.85747119,16.18018846,1000,929.4677742,38.15871557,2.423088288,10.28991693,0.203565683,7.492530453,11.96440884,1.845224415,10.11918442,1000,486.0069701,137.9075038,285.1978521,268.0975166,17.10033551,7.603759637,9.496575871,15.84928958,47.05232459,513.9930299,120.1978927,282.5251631,265.8797534,16.64540972,10.19521191,6.450197811,52.73889697,58.53107712,1000,48.42223007,32.7034028,6.534793359,8.713057812,7.712233604,7.417873543,2.325444484,15.71882727,2.178264453,7.476745555,4.503708937,1.324620276,0.235488049,951.5777699,465.1477688,33.91027905,159.0721771,149.6526551,77.15177205,45.36088544,486.4300012,138.8790769,169.1392912,120.098905,44.91934534,13.39338279,1000,48.42223007,32.7034028,0.647592135,32.05581067,15.71882727,1.030260214,14.68856706,951.5777699,465.1477688,5.740021194,459.4077476,486.4300012,14.27646297,472.1535382,1000,48.42223007,1.177440245,12.21594254,11.00906629,11.12681031,8.065465678,2.825856588,2.001648416,951.5777699,133.2567997,115.7129401,120.9231132,122.7481455,124.4848699,146.4441305,188.0077711,1000,482.24559,4.591000876,1.000114299,1.952604107,14.67786795,12.429992,16.80192022,14.59214386,6.534080085,219.434602,30.05105345,43.48115975,30.41299958,55.1777346,22.74545662,4.848173125,3.514687393,517.75441,4.419552711,2.352649827,2.266925744,13.02053568,11.02983198,12.83956262,13.86825161,7.200822951,219.6631996,29.24143712,50.64388311,47.2339696,64.85503105,33.27046901,3.286089839,2.562197584,1000,45.79136076,44.92060782,53.96960901,46.37186273,55.72818849,53.78179956,52.77445791,56.03551306,53.55984292,84.37766775,122.8444596,141.7790678,91.99248762,43.41813215,33.44715725,19.20778556
22,448471,489.2690943,32.403433,34.71127453,30.79128862,19.22978297,14.39112005,8.905815538,10.25930328,24.98043352,33.26859485,33.6565798,29.23488921,31.73895302,30.53040219,33.12365794,29.57827819,12.04537194,15.40344861,10.16788154,12.41551851,15.96535785,10.76323776,8.887977149,6.816494266,510.7309057,30.54378098,32.05335462,30.05991469,18.42036609,15.43912538,11.35413438,9.382992434,25.34166089,33.76806973,32.43465018,28.14228791,31.51374336,30.73331386,34.25193602,32.3989734,11.27609143,19.09599506,11.13115452,14.06333966,18.96666674,15.29864807,11.30284901,13.75785725,1000,926.9584878,22.70380916,5.01704681,12.7410691,1.019017952,6.638110379,24.92245875,1.774919672,23.14753908,1000,483.5004091,148.7428686,264.2248539,249.9662543,14.25859965,6.93646714,7.322132509,12.49831271,58.0343738,516.4995909,132.0160106,265.9465743,246.9167431,19.02983122,10.24492506,8.784906159,49.14203229,69.39497368,1000,56.57012739,37.19216102,4.426114073,6.209362512,11.95233697,9.236312425,5.368035043,19.37796637,4.206637342,7.901162312,5.907582007,0.887051787,0.475532917,943.4298726,441.1665188,33.54336037,96.7709486,165.357427,100.70324,44.79154283,502.2633538,104.800139,94.86881693,208.0090717,71.51283482,23.07249134,1000,56.57012739,37.19216102,1.764958711,35.42720231,19.37796637,1.719234392,17.65873197,943.4298726,441.1665188,7.197007801,433.969511,502.2633538,12.03464074,490.228713,1000,56.57012739,4.069464385,16.75339046,15.19876361,11.72371538,5.459483681,2.213057037,1.152252837,943.4298726,134.7952922,172.2252197,123.2910536,121.2974733,109.9578422,127.0313029,154.8316888,1000,481.1740676,2.750758683,0.475566489,2.134917186,9.063134017,6.185785694,12.00206649,12.487897,7.934091275,154.5522661,38.7774862,83.73733676,28.29107406,80.51101159,25.94745504,8.608095579,7.715125409,518.8259324,2.942353815,1.385643366,0.916919561,8.813376077,7.167710746,9.990317603,12.23129638,6.538183883,154.4667326,42.39726566,87.16209975,43.40998279,90.75108713,40.61132533,5.812859455,4.228778273,1000,76.24782925,62.89843706,61.92370175,68.80286819,69.61514761,63.78354154,59.94061957,57.25169458,43.28609042,88.91938827,104.4031147,111.2710773,59.72214442,27.7799563,21.88112711,22.273262
2,52915,479.2213928,33.56326184,38.26892186,38.17443069,21.20381744,13.22876311,5.688368138,9.316828877,14.96740055,28.08277426,28.55523009,24.60549939,28.06387603,28.34734952,32.41046962,30.27496929,12.75630729,20.90144571,11.86809033,13.05867901,19.48407824,13.26655958,7.086837381,6.047434565,520.7786072,32.18369082,41.31153737,30.23717282,19.72975527,13.39884721,8.825474818,9.562505906,11.71690447,30.01039403,30.82301805,25.28583577,35.07512048,31.38996504,36.26570916,33.03411131,16.93281678,22.09203439,14.91070585,11.11216101,23.5849948,13.36105074,15.02409525,14.91070585,1000,485.2499291,499.7448739,3.004819049,3.458376642,0.094491165,4.176509496,4.271000661,0.207880563,4.063120098,1000,469.5829828,165.6291311,228.0735489,200.3605336,27.71301526,20.43023675,7.282778512,19.80531186,56.07499099,530.4170172,155.0775147,237.1589953,198.0050475,39.15394784,29.75603894,9.397908905,71.04915275,67.1313544,1000,46.08372721,12.99797434,0,4.726536124,5.654962863,2.616475354,0,33.08575287,9.284267387,17.8089129,5.992572586,0,0,953.9162728,398.5482782,46.3369345,110.6515868,161.2086428,56.54962863,23.80148548,555.3679946,173.0249831,138.0823768,200.624578,30.04726536,13.58879136,1000,46.08372721,12.99797434,0,12.99797434,33.08575287,0,33.08575287,953.9162728,398.5482782,14.5172181,384.0310601,555.3679946,6.836596894,548.5313977,1000,46.08372721,8.862255233,13.67319379,17.21809588,5.401755571,0.928426739,0,0,953.9162728,139.0952059,120.7798785,116.8129642,132.258609,112.0020257,156.6509115,176.3166779,1000,462.7987719,9.813204786,5.595248343,8.579380793,12.36693352,11.85044905,20.02811971,26.65633698,8.665461536,175.6334108,24.30346332,67.20036728,33.37063499,33.31324783,17.47439098,2.926745287,5.021376718,537.2012281,11.99391696,3.844939887,3.471923331,16.5275028,11.90783622,18.363892,29.3822272,11.24788385,175.0595392,25.56598089,88.63447247,48.31999082,60.62953717,30.32911538,1.032968925,0.889501019,1000,146.7550876,105.1938848,87.83031285,69.60615572,69.40366508,59.48162397,50.72390402,52.74881037,36.29644629,73.60534575,79.98380075,75.37713881,49.50896021,15.18679761,16.95859067,11.33947555
0,39061,488.0059394,35.61096746,35.45736156,32.48764753,21.81203758,14.41335347,9.600368654,4.684979903,14.51575741,29.08271678,29.15951973,28.2890863,31.71961803,31.89882491,35.43176058,28.10987942,12.85169351,20.68559433,13.82453086,11.93005811,19.78955992,14.13174266,6.195437905,6.32344282,511.9940606,32.25723868,35.79017434,28.23788433,18.7655206,9.165151942,4.940989734,4.864186785,21.7864366,31.25880034,31.79642098,29.67153939,31.74521902,32.38524359,36.6094058,37.78705102,13.7733289,18.89352551,9.72837357,15.15578198,25.80579094,17.28066358,11.75085123,12.54448171,1000,859.5274059,112.7979314,3.635339597,4.044955326,0,2.201684545,17.79268324,1.382453086,16.41023015,1000,480.4671253,135.0183971,264.0217565,252.8235482,11.19820829,5.247160454,5.951047832,15.74148136,65.68549032,519.5328747,112.5259958,268.725004,243.7370021,24.98800192,18.30107183,6.686930091,61.43017117,76.85170373,1000,58.10081525,26.9835802,0,6.20048226,15.84567689,3.904007349,1.03341371,31.11723504,3.559536112,21.58686416,4.937421059,0,1.03341371,941.8991848,443.7937766,54.1968079,138.5922609,158.5715926,51.78550924,40.64760592,498.1054082,146.4002756,128.9470663,179.2398668,35.82500861,7.693190952,1000,58.10081525,26.9835802,2.06682742,24.91675278,31.11723504,5.16706855,25.95016649,941.8991848,443.7937766,7.578367206,436.2154093,498.1054082,13.08990699,485.0155012,1000,58.10081525,2.411298657,30.08382133,14.35296819,5.970834769,2.640946148,1.03341371,1.607532438,941.8991848,122.8614077,111.6086807,125.8468251,136.6402572,130.4397749,141.3480308,173.1542083,1000,472.7927245,4.547176961,0.719969685,2.993558166,18.98446381,10.95111785,20.38651004,23.53164077,7.540735127,217.5066313,33.15649867,60.13641531,16.02879879,36.30162941,10.723759,6.555513452,2.728306177,527.2072755,5.721864343,0.871542251,3.67563471,20.46229632,12.05001895,20.53808261,22.01591512,9.549071618,202.425161,40.81091322,76.1652141,36.94581281,49.07161804,22.84956423,3.599848427,0.454717696,1000,86.37764806,98.11766249,69.58745983,57.38833869,72.14534007,68.07896635,58.96241884,63.48789926,51.28877812,83.1639011,79.2942874,106.5783433,49.58352463,26.23466912,16.33108152,13.37968125
18,279858,492.7749073,29.90802478,32.65942013,30.88709274,20.28886078,17.19443432,9.065311694,7.818250684,21.48232318,34.15303475,30.14385867,27.48179434,29.59000636,32.45217217,35.87176354,36.5971314,13.59618092,17.35880339,10.03723317,11.99894232,16.84425673,12.24192269,7.904008461,7.200080041,507.2250927,28.768161,28.80032016,30.57264756,18.96676171,17.43026821,8.833051047,7.961180313,20.79268772,32.64870041,29.03258081,26.56704472,30.89781246,32.5951018,36.3863102,39.18415768,13.79985564,16.75492571,10.68398974,14.23221777,18.33072487,15.6829535,12.83865389,15.46498581,1000,875.2474469,70.66798162,2.815713683,14.23221777,0.325164905,8.736573548,27.97490156,3.119439144,24.85546241,1000,487.9255317,181.0537162,246.4317992,226.6707999,19.76099931,10.12500164,9.635997677,15.60009955,44.83991669,512.0744683,159.5986675,245.3795675,222.627785,22.75178246,15.16348887,7.588293594,50.74289307,56.35334029,1000,49.00650039,26.23207782,2.550981206,7.591474191,5.793493461,5.962534384,4.333594578,22.77442257,8.436678807,5.639819895,7.314861771,0.78373519,0.59932691,950.9934996,397.430578,23.2969127,124.3833848,107.7098028,95.1700398,46.87043782,553.5629216,116.8380127,149.2170332,183.3171976,77.14413044,27.04654772,1000,49.00650039,26.23207782,1.905552226,24.32652559,22.77442257,4.979023558,17.79539901,950.9934996,397.430578,8.28300524,389.1475727,553.5629216,25.83252655,527.7303951,1000,49.00650039,2.259001429,11.9865382,14.13796813,12.3399874,5.685921965,1.874817513,0.722265763,950.9934996,154.2728935,149.6626865,126.2735697,112.5197855,108.5703748,131.0067155,168.6874741,1000,483.8245905,4.740653644,0.88185778,1.421661634,5.114775126,6.156970685,10.64642848,10.61436092,7.284679725,196.0289677,29.12268512,51.56462949,36.90441196,83.29013121,25.65938911,9.09649662,5.296491275,516.1754095,4.564282088,1.0849523,1.86526282,6.082146388,5.440795275,8.930814249,11.26640122,5.766815424,204.4467011,28.44392186,53.14128431,47.74859036,86.17086663,41.59696427,4.943748163,4.681863125,1000,83.93217749,62.81041352,60.49083996,59.6812633,61.13668201,54.38717776,54.10519039,54.39627413,43.80810304,84.92368148,103.134608,118.6075282,69.86009788,35.77601106,28.17144832,24.77850347
7,28576,489.3617021,30.27015677,38.45884658,29.22032475,21.59154535,12.14305711,5.039193729,6.298992161,16.34238522,23.93617021,31.94988802,27.4006159,31.84490482,33.59462486,37.47900336,37.23404255,14.76763718,16.90229563,9.063549832,16.37737962,17.95212766,13.50783875,10.00839866,7.978723404,510.6382979,28.59042553,34.57446809,32.01987682,22.60638298,10.56830907,3.289473684,4.68924972,20.85666293,25.86086226,28.94036954,29.78023516,27.61058231,30.83006719,39.82362822,37.40901456,11.7581187,19.5968645,13.26287794,16.34238522,20.36674132,17.91713326,16.20240761,17.74216125,1000,965.7754759,8.99356103,1.504759239,2.799552072,0,8.048712206,12.87793953,1.084826428,11.7931131,1000,485.1021382,125.2548033,289.8469012,274.3201631,15.52673808,6.939324283,8.587413801,13.18471614,56.81571757,514.8978618,104.5669428,289.6300473,273.2792644,16.35078284,9.584941666,6.765841176,53.47616776,67.22470399,1000,48.94094994,33.53658537,0.802310655,6.739409499,20.86007702,4.011553273,1.123234917,15.40436457,0.802310655,10.9114249,1.76508344,1.925545571,0,951.0590501,486.0397946,26.79717587,164.1527599,183.5686778,66.59178434,44.92939666,465.0192555,146.5019255,134.9486521,145.2182285,28.40179718,9.948652118,1000,48.94094994,33.53658537,0,33.53658537,15.40436457,0.481386393,14.92297818,951.0590501,486.0397946,6.258023107,479.7817715,465.0192555,11.23234917,453.7869063,1000,48.94094994,2.567394095,6.739409499,24.71116816,12.19512195,2.727856226,0,0,951.0590501,149.550706,125.4813864,93.8703466,120.5070603,133.8254172,126.6046213,201.2195122,1000,482.8469022,1.075268817,0,1.689708141,3.533026114,3.94265233,10.44546851,10.13824885,12.13517665,242.9083461,31.69482847,54.63389657,32.87250384,51.10087046,21.04454685,4.659498208,0.972862263,517.1530978,3.225806452,0.204813108,0.51203277,6.298003072,4.352278546,8.243727599,14.38812084,4.147465438,243.7788018,38.81208397,58.88376856,55.50435228,43.2155658,31.54121864,2.816180236,1.228878648,1000,57.94804051,48.52487891,53.89696169,58.12417437,72.56715103,69.39674152,44.03346543,61.82298547,48.17261118,104.0070454,127.432849,124.0863056,75.73756055,20.69572875,16.8207838,16.73271686
